P,P_lag1,Q_lag1
0.12001,0.43589,80.705
0.85018,0.12001,63.864
0.26325,0.85018,52.298
0.14708,0.26325,44.607
0.29192,0.14708,38.8
0.038179,0.29192,34.257
0.0015108,0.038179,30.396
0.0,0.0015108,27.286
7.3146,0.0,24.832
0.35423,7.3146,22.987
0.14508,0.35423,22.167
2.5824,0.14508,21.549
0.85153,2.5824,20.408
0.065782,0.85153,19.232
1.4288,0.065782,18.653
0.29012,1.4288,17.862
3.6161,0.29012,16.941
1.5289,3.6161,16.225
0.34002,1.5289,15.669
0.0071458,0.34002,15.545
0.0,0.0071458,15.04
0.0,0.0,14.092
0.0,0.0,13.172
0.1512,0.0,12.78
0.0,0.1512,12.859
0.1109,0.0,12.456
0.0,0.1109,11.465
0.0033891,0.0,11.11
0.080318,0.0033891,10.77
3.047,0.080318,10.287
0.071866,3.047,10.237
0.040465,0.071866,9.904
0.36897,0.040465,9.542
0.15937,0.36897,9.458
0.18138,0.15937,9.18
0.28489,0.18138,8.8
3.9179,0.28489,8.468
1.4811,3.9179,7.888
1.9953,1.4811,7.405
16.342,1.9953,7.271
0.72577,16.342,7.245
3.3954,0.72577,14.472
1.5975,3.3954,21.591
0.54688,1.5975,21.373
0.026337,0.54688,21.016
0.1891,0.026337,20.646
2.7031,0.1891,19.416
5.4602,2.7031,18.208
1.3269,5.4602,17.432
0.16578,1.3269,19.544
0.41249,0.16578,22.224
0.053083,0.41249,21.991
1.0924,0.053083,21.047
1.1552,1.0924,20.272
8.744,1.1552,19.345
2.7702,8.744,19.224
3.059,2.7702,20.095
2.4908,3.059,28.288
0.52474,2.4908,30.188
11.419,0.52474,29.605
6.0011,11.419,28.959
4.5167,6.0011,31.779
2.1399,4.5167,57.777
2.6199,2.1399,63.812
0.40502,2.6199,62.753
0.60049,0.40502,59.015
5.7909,0.60049,54.172
18.467,5.7909,47.981
3.3766,18.467,47.893
3.7721,3.3766,86.061
8.4361,3.7721,120.83
2.2398,8.4361,104.49
1.5811,2.2398,101.5
4.2572,1.5811,97.206
0.27607,4.2572,83.591
1.4618,0.27607,79.344
6.0063,1.4618,73.905
12.539,6.0063,68.747
2.6227,12.539,67.199
0.69943,2.6227,101.61
0.49094,0.69943,115.85
0.63565,0.49094,96.745
12.029,0.63565,82.13
0.72307,12.029,76.9
2.7305,0.72307,103.1
0.24439,2.7305,91.45
3.5449,0.24439,79.641
5.317,3.5449,72.485
0.28146,5.317,69.388
0.30176,0.28146,83.028
0.49314,0.30176,78.836
2.706,0.49314,70.127
0.11515,2.706,63.959
8.1365,0.11515,59.169
0.10453,8.1365,55.235
0.017313,0.10453,60.433
0.65382,0.017313,63.39
4.3072,0.65382,54.558
0.011311,4.3072,49.555
0.12278,0.011311,49.895
0.15855,0.12278,51.012
0.46541,0.15855,46.907
0.1352,0.46541,44.311
0.021601,0.1352,41.846
0.0,0.021601,39.831
0.0037158,0.0,38.235
0.068436,0.0037158,36.737
0.10923,0.068436,35.048
0.13769,0.10923,33.825
0.072601,0.13769,32.193
8.0612,0.072601,31.084
3.9544,8.0612,30.335
1.1652,3.9544,33.253
0.071458,1.1652,38.102
1.8175,0.071458,39.812
4.7814,1.8175,37.895
3.2721,4.7814,36.641
6.4788,3.2721,37.125
2.9793,6.4788,41.342
6.3332,2.9793,46.096
3.5086,6.3332,51.094
7.6352,3.5086,60.798
2.9995,7.6352,89.645
1.3145,2.9995,87.755
2.2643,1.3145,95.965
6.6686,2.2643,82.988
2.759,6.6686,73.555
1.4161,2.759,87.277
2.2324,1.4161,89.208
9.4232,2.2324,78.706
5.7681,9.4232,70.177
2.0586,5.7681,73.15
1.2102,2.0586,106.84
8.6668,1.2102,92.366
1.4067,8.6668,79.498
0.7129,1.4067,85.433
0.22732,0.7129,96.12
0.91633,0.22732,85.61
0.1528,0.91633,74.368
0.45619,0.1528,66.916
0.0070233,0.45619,60.703
0.0010617,0.0070233,56.622
0.0,0.0010617,52.81
0.000939,0.0,49.383
0.18448,0.000939,46.275
0.42156,0.18448,43.688
0.12287,0.42156,41.457
0.048714,0.12287,39.648
0.024214,0.048714,37.767
0.015762,0.024214,35.959
0.0,0.015762,33.896
0.74716,0.0,32.471
2.0405,0.74716,31.5
0.62748,2.0405,30.525
0.068232,0.62748,29.173
0.0951,0.068232,27.654
0.55966,0.0951,26.897
0.024949,0.55966,26.347
0.47603,0.024949,25.807
0.59927,0.47603,24.779
0.13026,0.59927,24.085
0.0,0.13026,23.746
5.8519,0.0,22.978
5.1815,5.8519,22.041
2.5634,5.1815,22.535
0.064394,2.5634,26.634
0.09314,0.064394,29.3
1.0268,0.09314,26.783
0.010984,1.0268,24.962
0.0091466,0.010984,24.07
0.39857,0.0091466,23.164
0.031809,0.39857,22.067
0.0,0.031809,21.162
0.11629,0.0,20.657
0.0,0.11629,20.069
0.40555,0.0,19.363
2.6327,0.40555,18.82
0.23993,2.6327,18.149
1.2952,0.23993,17.932
0.077501,1.2952,17.583
0.013271,0.077501,17.095
2.867,0.013271,16.357
1.7946,2.867,15.879
1.8166,1.7946,15.419
0.05002,1.8166,15.692
0.11527,0.05002,15.827
1.6892,0.11527,15.199
0.15753,1.6892,14.373
1.5925,0.15753,14.37
0.48444,1.5925,13.977
0.072397,0.48444,13.599
0.023969,0.072397,13.14
0.40731,0.023969,12.344
4.1075,0.40731,12.074
2.3273,4.1075,12.142
17.409,2.3273,12.832
1.5983,17.409,13.429
2.7536,1.5983,23.999
2.2046,2.7536,34.536
8.2364,2.2046,31.737
6.6691,8.2364,28.687
9.6268,6.6691,31.348
7.2633,9.6268,58.797
7.7477,7.2633,58.987
1.0978,7.7477,79.437
9.6737,1.0978,73.019
2.9759,9.6737,75.925
0.016823,2.9759,72.33
1.38,0.016823,93.303
1.277,1.38,76.831
1.2625,1.277,64.348
1.4562,1.2625,57.539
0.41793,1.4562,52.723
0.87464,0.41793,48.74
4.932,0.87464,44.672
1.7339,4.932,41.113
5.4051,1.7339,39.283
3.1362,5.4051,39.905
0.67093,3.1362,39.986
5.1178,0.67093,43.355
4.2275,5.1178,42.653
0.94439,4.2275,42.202
2.2156,0.94439,46.193
0.61364,2.2156,44.052
0.000898,0.61364,39.993
0.0,0.000898,36.931
0.019967,0.0,34.011
0.0,0.019967,31.732
0.0294,0.0,29.632
0.46942,0.0294,27.712
0.000817,0.46942,25.79
0.0,0.000817,24.039
0.0,0.0,22.735
0.0,0.0,21.29
0.0,0.0,20.664
0.04414,0.0,19.738
0.14083,0.04414,18.746
2.8815,0.14083,17.853
0.018742,2.8815,17.449
0.704,0.018742,17.0
6.9822,0.704,16.615
6.841,6.9822,17.131
2.1342,6.841,18.57
21.799,2.1342,19.478
5.2189,21.799,18.639
1.1918,5.2189,27.448
0.33242,1.1918,46.022
0.046795,0.33242,35.366
1.693,0.046795,28.321
1.0767,1.693,24.668
3.0433,1.0767,22.329
3.3624,3.0433,20.695
8.4855,3.3624,19.723
12.736,8.4855,19.902
0.74251,12.736,20.822
1.426,0.74251,36.203
8.6849,1.426,51.192
6.4645,8.6849,40.607
2.542,6.4645,39.04
5.0343,2.542,46.174
4.0836,5.0343,42.762
0.061658,4.0836,41.55
0.16088,0.061658,44.359
0.0,0.16088,39.393
0.0043283,0.0,33.971
0.056554,0.0043283,30.739
0.10547,0.056554,28.571
0.78967,0.10547,26.735
21.63,0.78967,25.472
45.283,21.63,25.016
1.1077,45.283,57.123
22.968,1.1077,328.69
2.2129,22.968,288.92
1.9962,2.2129,244.13
1.6303,1.9962,253.87
8.5296,1.6303,160.24
1.8843,8.5296,116.81
1.814,1.8843,108.76
0.0091874,1.814,94.69
0.1009,0.0091874,79.854
0.033932,0.1009,69.525
0.0,0.033932,62.179
0.0,0.0,55.859
1.7919,0.0,50.674
0.099796,1.7919,46.141
0.0,0.099796,43.041
0.19506,0.0,39.703
1.9414,0.19506,36.255
0.033851,1.9414,34.006
0.0036341,0.033851,32.135
0.070274,0.0036341,30.392
0.33316,0.070274,28.894
0.8038,0.33316,27.61
0.0,0.8038,26.498
0.44667,0.0,25.206
0.48069,0.44667,23.757
1.8623,0.48069,23.225
5.0989,1.8623,22.756
1.1919,5.0989,22.264
2.1243,1.1919,21.837
2.0366,2.1243,20.937
7.6334,2.0366,19.862
7.8388,7.6334,18.814
9.8029,7.8388,19.541
1.5801,9.8029,21.023
2.8459,1.5801,33.034
11.581,2.8459,29.807
0.64794,11.581,26.457
0.34618,0.64794,29.613
0.5138,0.34618,27.669
2.3021,0.5138,24.682
3.0735,2.3021,22.794
5.5187,3.0735,21.823
2.8226,5.5187,21.798
3.7472,2.8226,21.977
0.65937,3.7472,21.924
0.71597,0.65937,21.527
0.55896,0.71597,21.184
1.3793,0.55896,20.396
0.53957,1.3793,19.695
3.0649,0.53957,19.043
2.7088,3.0649,17.983
0.71805,2.7088,17.135
1.1536,0.71805,17.396
0.79935,1.1536,16.624
0.38167,0.79935,16.027
0.16733,0.38167,14.968
4.8867,0.16733,14.221
0.40445,4.8867,13.937
9.399,0.40445,13.864
9.1546,9.399,13.554
0.38199,9.1546,13.636
1.589,0.38199,17.129
5.4731,1.589,19.625
0.21858,5.4731,19.102
0.0027358,0.21858,19.247
0.023316,0.0027358,19.012
0.37681,0.023316,17.966
0.77334,0.37681,16.491
1.7843,0.77334,13.933
0.042058,1.7843,13.621
0.098571,0.042058,13.471
0.51601,0.098571,12.888
0.031156,0.51601,12.264
0.0,0.031156,11.458
0.0,0.0,11.26
0.0,0.0,11.263
1.1882,0.0,10.944
0.28097,1.1882,10.388
0.0,0.28097,10.609
0.0031033,0.0,10.154
0.0,0.0031033,10.291
0.0,0.0,9.873
0.001715,0.0,9.747
0.0,0.001715,9.645
0.031196,0.0,9.64
0.18489,0.031196,9.351
6.3955,0.18489,9.125
6.8352,6.3955,8.841
6.4824,6.8352,9.565
0.16443,6.4824,10.153
0.071825,0.16443,10.568
5.7724,0.071825,10.536
1.9785,5.7724,10.099
2.5452,1.9785,10.243
1.0365,2.5452,10.161
0.0037975,1.0365,9.501
0.091017,0.0037975,8.841
15.894,0.091017,8.361
0.71727,15.894,7.668
0.5029,0.71727,9.362
4.6712,0.5029,10.655
0.24749,4.6712,9.886
4.0153,0.24749,10.062
0.63393,4.0153,10.135
2.0854,0.63393,10.549
0.13659,2.0854,10.821
0.39192,0.13659,10.948
3.3609,0.39192,10.755
15.627,3.3609,10.798
3.9309,15.627,10.907
0.50559,3.9309,15.37
1.0943,0.50559,24.552
5.2484,1.0943,24.307
14.332,5.2484,21.457
27.318,14.332,20.831
17.751,27.318,47.264
4.5203,17.751,145.59
5.4699,4.5203,184.32
1.3135,5.4699,194.68
0.01617,1.3135,118.39
0.41017,0.01617,99.479
1.5085,0.41017,81.656
0.1833,1.5085,68.528
0.0024908,0.1833,58.429
0.0,0.0024908,50.286
0.0024091,0.0,45.069
0.0,0.0024091,40.711
0.0012658,0.0,37.455
0.53193,0.0012658,34.585
0.09853,0.53193,32.67
0.0,0.09853,31.139
0.0,0.0,29.663
0.01911,0.0,27.605
0.0,0.01911,26.003
0.016742,0.0,24.915
0.0,0.016742,23.564
0.0,0.0,22.854
0.10588,0.0,22.39
0.0,0.10588,21.634
0.0071049,0.0,21.103
0.0,0.0071049,20.159
0.0,0.0,19.553
0.15651,0.0,19.679
0.65239,0.15651,19.432
0.17448,0.65239,19.393
0.19816,0.17448,18.625
4.7624,0.19816,17.88
1.341,4.7624,17.471
11.125,1.341,17.865
1.3152,11.125,18.154
0.1951,1.3152,20.083
0.41339,0.1951,27.119
4.8779,0.41339,24.921
8.7023,4.8779,22.595
0.10261,8.7023,23.734
0.57681,0.10261,33.165
0.000572,0.57681,35.292
0.0081666,0.000572,31.114
0.10813,0.0081666,28.541
0.0054716,0.10813,26.604
0.76415,0.0054716,25.052
0.098081,0.76415,23.687
0.0070233,0.098081,22.625
0.10719,0.0070233,21.754
6.6134,0.10719,20.931
0.79657,6.6134,20.351
0.20286,0.79657,22.038
0.014822,0.20286,24.367
0.78326,0.014822,23.524
8.0849,0.78326,22.753
0.70539,8.0849,22.766
1.2367,0.70539,28.883
3.0285,1.2367,32.263
10.835,3.0285,30.831
0.36227,10.835,31.581
0.91874,0.36227,50.434
12.377,0.91874,55.662
14.082,12.377,49.371
12.83,14.082,72.075
2.5946,12.83,107.33
3.345,2.5946,201.56
10.263,3.345,129.53
7.5576,10.263,104.11
0.80143,7.5576,107.05
7.8218,0.80143,154.01
6.5005,7.8218,126.47
2.1392,6.5005,131.95
1.7407,2.1392,129.16
10.494,1.7407,113.72
0.56227,10.494,105.13
4.8063,0.56227,118.3
5.7677,4.8063,118.75
3.8343,5.7677,106.27
5.5283,3.8343,101.69
5.2238,5.5283,117.64
0.6842,5.2238,123.91
1.2753,0.6842,106.12
11.964,1.2753,97.062
4.5946,11.964,89.696
4.5717,4.5946,124.38
1.3133,4.5717,137.49
0.30706,1.3133,133.88
9.0608,0.30706,116.89
11.167,9.0608,100.08
3.1174,11.167,118.35
5.2392,3.1174,145.26
0.44471,5.2392,180.64
2.0288,0.44471,133.75
1.732,2.0288,123.14
8.8636,1.732,104.47
8.7654,8.8636,102.24
2.5494,8.7654,136.69
9.1289,2.5494,143.75
6.4028,9.1289,123.96
3.6364,6.4028,139.76
0.78857,3.6364,145.88
0.32744,0.78857,137.44
0.0057166,0.32744,120.52
0.80306,0.0057166,103.02
3.3279,0.80306,91.244
1.6677,3.3279,84.965
0.19192,1.6677,83.383
0.78228,0.19192,77.829
7.7086,0.78228,74.406
0.96648,7.7086,69.894
6.6063,0.96648,76.317
6.7158,6.6063,80.494
2.8735,6.7158,84.549
5.4338,2.8735,104.91
5.1942,5.4338,96.896
1.598,5.1942,98.151
0.15255,1.598,100.99
10.838,0.15255,100.91
2.384,10.838,88.264
5.485,2.384,97.06
12.688,5.485,116.46
5.5827,12.688,109.23
5.771,5.5827,135.97
3.5305,5.771,137.54
2.3624,3.5305,127.55
3.2052,2.3624,123.83
0.077501,3.2052,110.78
7.1861,0.077501,106.22
0.24496,7.1861,92.902
0.0026541,0.24496,102.22
0.000163,0.0026541,97.146
0.0055533,0.000163,83.531
0.52883,0.0055533,73.931
0.0951,0.52883,67.212
9.0649,0.0951,61.829
0.87607,9.0649,57.958
3.4117,0.87607,63.597
1.1539,3.4117,69.362
0.6263,1.1539,64.115
6.8811,0.6263,62.389
3.1454,6.8811,57.894
3.3392,3.1454,63.159
15.653,3.3392,80.655
16.311,15.653,81.679
2.0368,16.311,166.59
0.2243,2.0368,212.1
5.2576,0.2243,205.91
9.4688,5.2576,135.08
1.302,9.4688,122.7
4.5864,1.302,129.84
0.8902,4.5864,128.79
1.2263,0.8902,114.12
4.0016,1.2263,102.47
3.1602,4.0016,92.534
0.92262,3.1602,91.026
2.3561,0.92262,97.333
0.8323,2.3561,85.577
3.1122,0.8323,77.794
0.36562,3.1122,73.376
3.6695,0.36562,71.378
1.0167,3.6695,65.057
2.0296,1.0167,61.183
2.751,2.0296,58.439
8.746,2.751,55.013
0.13859,8.746,54.084
3.7064,0.13859,74.243
4.459,3.7064,66.928
3.0944,4.459,60.923
3.8021,3.0944,61.807
3.8465,3.8021,63.78
0.43655,3.8465,72.79
4.8632,0.43655,67.803
7.6392,4.8632,63.783
0.69449,7.6392,61.688
0.30425,0.69449,89.196
7.5971,0.30425,78.919
5.9182,7.5971,68.019
3.8572,5.9182,71.96
5.6827,3.8572,76.735
5.2539,5.6827,73.356
5.8312,5.2539,71.954
3.6911,5.8312,87.772
3.2624,3.6911,89.454
4.5831,3.2624,92.285
6.8211,4.5831,83.936
3.8144,6.8211,79.234
0.14982,3.8144,93.606
1.0205,0.14982,102.08
0.19878,1.0205,83.192
0.0,0.19878,73.066
0.0,0.0,65.529
0.0,0.0,59.723
0.0,0.0,54.537
0.0,0.0,49.808
1.2797,0.0,46.666
1.8602,1.2797,43.695
6.3766,1.8602,41.943
9.4444,6.3766,40.877
5.8048,9.4444,41.022
5.2588,5.8048,51.858
2.953,5.2588,59.903
1.9388,2.953,58.967
0.053736,1.9388,57.28
0.11364,0.053736,51.394
0.43916,0.11364,45.644
0.000204,0.43916,41.525
0.040506,0.000204,38.378
0.35047,0.040506,36.174
3.479,0.35047,34.093
4.5199,3.479,32.287
4.2708,4.5199,31.788
0.47313,4.2708,32.702
2.4405,0.47313,31.977
0.33949,2.4405,31.561
5.2506,0.33949,30.418
0.15762,5.2506,29.431
5.3227,0.15762,29.719
0.19853,5.3227,28.587
0.65067,0.19853,28.646
0.030298,0.65067,28.047
6.2682,0.030298,26.335
2.8923,6.2682,24.912
1.3555,2.8923,24.088
0.0026541,1.3555,26.69
0.0,0.0026541,26.082
0.0,0.0,24.174
0.013393,0.0,22.356
0.68334,0.013393,21.273
0.051899,0.68334,20.837
0.35904,0.051899,20.475
2.3609,0.35904,19.627
0.27587,2.3609,19.233
0.082646,0.27587,19.247
0.051735,0.082646,18.722
0.20188,0.051735,17.91
0.0,0.20188,17.189
0.0,0.0,16.535
0.46203,0.0,15.886
0.21078,0.46203,15.389
15.573,0.21078,14.976
3.2277,15.573,14.764
2.7835,3.2277,17.128
1.2088,2.7835,20.306
0.13499,1.2088,18.142
0.99477,0.13499,16.741
1.0404,0.99477,16.269
0.078644,1.0404,15.533
0.0,0.078644,14.919
0.0,0.0,14.225
0.0,0.0,13.546
0.0,0.0,13.174
0.0,0.0,12.715
0.0,0.0,12.043
0.0,0.0,11.539
0.2178,0.0,11.099
1.3967,0.2178,10.958
0.39947,1.3967,10.957
7.1569,0.39947,10.967
3.0003,7.1569,11.262
0.022907,3.0003,11.386
3.146,0.022907,11.604
3.0033,3.146,10.617
1.6075,3.0033,10.403
0.60919,1.6075,10.616
0.24475,0.60919,11.125
3.2111,0.24475,11.008
0.00049,3.2111,10.266
0.0,0.00049,10.373
4.08e-05,0.0,10.089
0.81021,4.08e-05,9.35
17.815,0.81021,9.029
3.4532,17.815,9.013
6.7131,3.4532,10.404
3.6294,6.7131,14.727
2.9627,3.6294,13.63
5.4318,2.9627,15.203
8.9437,5.4318,16.283
1.8321,8.9437,14.789
7.6538,1.8321,16.643
1.5548,7.6538,19.509
0.16284,1.5548,18.947
7.2178,0.16284,19.585
0.0070641,7.2178,17.868
0.29277,0.0070641,17.535
0.0,0.29277,18.255
0.0073091,0.0,16.549
0.037689,0.0073091,14.825
4.5771,0.037689,13.81
0.13197,4.5771,13.066
0.000694,0.13197,12.467
3.5236,0.000694,12.132
0.14104,3.5236,11.608
11.703,0.14104,11.08
0.063005,11.703,11.089
0.035974,0.063005,12.229
0.078808,0.035974,12.988
1.2321,0.078808,12.108
2.4345,1.2321,10.886
0.5706,2.4345,10.712
1.1342,0.5706,10.265
11.717,1.1342,9.865
0.30719,11.717,9.564
2.0879,0.30719,10.451
0.05782,2.0879,11.396
0.34492,0.05782,11.421
1.1716,0.34492,11.147
0.0,1.1716,10.547
0.0,0.0,10.169
0.000817,0.0,9.635
0.029236,0.000817,9.165
0.0,0.029236,8.864
0.0,0.0,8.631
0.00049,0.0,8.309
7.1497,0.00049,8.006
7.4037,7.1497,7.577
0.31629,7.4037,7.955
0.96072,0.31629,8.171
0.34177,0.96072,8.756
1.0301,0.34177,8.204
7.1378,1.0301,7.832
11.38,7.1378,7.437
5.6773,11.38,7.835
6.5283,5.6773,8.722
1.5597,6.5283,11.544
1.51,1.5597,12.684
2.1237,1.51,15.192
1.1563,2.1237,15.376
0.69902,1.1563,14.204
0.000286,0.69902,13.498
0.019518,0.000286,12.787
0.0,0.019518,11.872
3.1276,0.0,10.892
5.4702,3.1276,10.224
0.97513,5.4702,10.016
3.5642,0.97513,10.327
2.1734,3.5642,10.152
11.339,2.1734,9.896
4.7855,11.339,9.679
4.836,4.7855,11.234
1.3998,4.836,16.937
0.79404,1.3998,17.395
3.4212,0.79404,18.205
0.63377,3.4212,17.951
4.8831,0.63377,17.011
0.25974,4.8831,15.753
0.0038383,0.25974,14.816
0.0090241,0.0038383,15.886
9.1265,0.0090241,16.313
2.8155,9.1265,14.286
1.8183,2.8155,14.661
0.0031441,1.8183,16.803
0.0039608,0.0031441,18.984
0.24773,0.0039608,18.236
3.251,0.24773,16.15
0.43552,3.251,14.877
0.014373,0.43552,14.226
0.34402,0.014373,13.784
0.50531,0.34402,13.506
0.54361,0.50531,12.868
10.77,0.54361,12.096
8.2743,10.77,11.51
4.5968,8.2743,11.696
0.0054716,4.5968,16.597
0.0,0.0054716,32.944
0.000286,0.0,31.815
0.21307,0.000286,24.849
0.17199,0.21307,21.101
0.0,0.17199,19.279
0.0,0.0,18.148
0.0,0.0,17.147
0.0,0.0,15.79
0.000612,0.0,14.79
0.0011842,0.000612,13.773
0.0,0.0011842,13.142
0.0,0.0,12.848
0.0,0.0,12.652
0.0,0.0,12.377
6.6422,0.0,11.961
1.2752,6.6422,11.505
1.7386,1.2752,11.658
3.1611,1.7386,13.292
1.7725,3.1611,13.769
0.6904,1.7725,13.872
0.42234,0.6904,14.261
1.3352,0.42234,13.782
0.67901,1.3352,13.315
0.90796,0.67901,12.848
0.31486,0.90796,12.263
6.9387,0.31486,11.791
3.6869,6.9387,11.429
0.95067,3.6869,12.596
0.33328,0.95067,16.17
4.9989,0.33328,17.998
4.4978,4.9989,16.993
0.12287,4.4978,17.463
0.19914,0.12287,19.821
1.1784,0.19914,20.307
1.9926,1.1784,19.074
7.3848,1.9926,18.331
0.23732,7.3848,18.347
0.074969,0.23732,22.77
7.1933,0.074969,29.041
8.4758,7.1933,25.349
8.8025,8.4758,25.671
2.3283,8.8025,36.768
0.62446,2.3283,70.133
2.3332,0.62446,64.927
1.931,2.3332,54.04
5.0427,1.931,48.577
5.4049,5.0427,45.642
0.37219,5.4049,49.592
0.44586,0.37219,54.85
0.32887,0.44586,55.403
1.1653,0.32887,49.493
0.2757,1.1653,45.129
0.088403,0.2757,41.256
0.18591,0.088403,38.269
0.0078808,0.18591,36.188
0.000531,0.0078808,33.715
0.076603,0.000531,30.792
0.021805,0.076603,29.114
0.24577,0.021805,28.045
9.9708,0.24577,26.617
1.7041,9.9708,26.019
1.7608,1.7041,28.82
6.7449,1.7608,35.599
3.8994,6.7449,35.951
16.209,3.8994,44.304
0.57599,16.209,47.684
5.1209,0.57599,83.818
3.4252,5.1209,101.89
6.5023,3.4252,80.055
11.62,6.5023,82.113
5.4318,11.62,95.647
0.15982,5.4318,113.06
0.99649,0.15982,153.0
0.43708,0.99649,110.57
6.368,0.43708,91.037
2.809,6.368,80.971
0.32634,2.809,82.072
0.45006,0.32634,78.007
0.031686,0.45006,70.211
0.10698,0.031686,62.953
1.7444,0.10698,56.993
0.90408,1.7444,52.569
3.2829,0.90408,50.232
17.106,3.2829,49.292
14.777,17.106,52.02
6.8062,14.777,89.112
3.5234,6.8062,168.34
4.1705,3.5234,180.39
0.14381,4.1705,125.68
0.11548,0.14381,106.77
0.03724,0.11548,95.428
1.3081,0.03724,84.077
2.5014,1.3081,75.294
0.53414,2.5014,69.849
0.93679,0.53414,66.057
3.3231,0.93679,62.807
0.12548,3.3231,57.378
2.2594,0.12548,56.807
5.715,2.2594,56.06
0.032911,5.715,53.962
0.17656,0.032911,63.244
0.43058,0.17656,61.61
1.5513,0.43058,55.376
7.4951,1.5513,52.449
5.6832,7.4951,49.809
6.6984,5.6832,58.628
0.41192,6.6984,87.308
9.9361,0.41192,87.495
5.8091,9.9361,79.855
5.1907,5.8091,88.073
0.45276,5.1907,101.86
4.7142,0.45276,129.93
1.2921,4.7142,100.54
20.162,1.2921,93.498
5.9728,20.162,94.027
17.182,5.9728,208.41
6.2932,17.182,201.03
0.1949,6.2932,306.99
18.089,0.1949,232.93
9.5526,18.089,159.05
0.31662,9.5526,217.33
1.0895,0.31662,335.42
0.24243,1.0895,217.8
1.0993,0.24243,144.23
0.17632,1.0993,120.16
0.000817,0.17632,103.64
0.9149,0.000817,94.255
0.39784,0.9149,84.627
11.192,0.39784,76.905
10.374,11.192,71.621
6.6316,10.374,94.999
2.6811,6.6316,117.38
2.5685,2.6811,154.03
6.032,2.5685,121.98
6.991,6.032,106.98
5.2289,6.991,104.84
2.0258,5.2289,118.17
5.3675,2.0258,131.28
2.8502,5.3675,111.11
4.3658,2.8502,110.06
16.696,4.3658,101.21
5.888,16.696,98.696
1.9171,5.888,177.7
2.9181,1.9171,239.39
0.86868,2.9181,141.9
1.5461,0.86868,120.95
1.9343,1.5461,104.96
9.0408,1.9343,91.752
1.1594,9.0408,86.292
0.32352,1.1594,100.48
0.68224,0.32352,100.49
3.5852,0.68224,86.246
3.9076,3.5852,76.915
3.9138,3.9076,75.874
2.9555,3.9138,75.131
0.62332,2.9555,76.087
17.873,0.62332,77.639
2.3089,17.873,74.467
0.088281,2.3089,127.09
0.014904,0.088281,132.58
0.76705,0.014904,99.55
1.3538,0.76705,85.348
1.7904,1.3538,76.974
2.8631,1.7904,71.606
3.3124,2.8631,67.077
1.9701,3.3124,65.021
1.0365,1.9701,62.646
0.0074316,1.0365,57.096
0.0050225,0.0074316,53.423
0.0076358,0.0050225,49.168
0.35218,0.0076358,46.309
1.5371,0.35218,44.855
0.48804,1.5371,42.911
1.9151,0.48804,41.431
7.3385,1.9151,40.707
1.1242,7.3385,39.531
0.93867,1.1242,41.134
0.16566,0.93867,45.863
0.017762,0.16566,40.33
0.0,0.017762,38.151
0.000694,0.0,35.314
0.13826,0.000694,33.604
0.41184,0.13826,32.395
0.21074,0.41184,30.653
0.028624,0.21074,28.597
0.0,0.028624,27.263
0.0,0.0,26.644
0.0,0.0,25.751
0.0,0.0,25.196
0.0,0.0,24.597
0.0,0.0,23.942
0.0,0.0,22.735
0.0,0.0,21.594
0.0,0.0,20.944
0.40674,0.0,20.057
3.5697,0.40674,19.848
1.614,3.5697,19.895
0.81274,1.614,20.158
0.37313,0.81274,19.505
1.7364,0.37313,18.646
10.862,1.7364,18.159
1.3634,10.862,17.575
2.9024,1.3634,19.821
0.037485,2.9024,20.551
0.0,0.037485,19.715
0.0,0.0,18.149
1.2796,0.0,17.161
0.63908,1.2796,16.408
0.080155,0.63908,15.532
1.664,0.080155,15.411
0.0038383,1.664,15.246
0.0,0.0038383,13.991
0.0,0.0,13.511
0.0,0.0,12.885
0.000368,0.0,12.774
0.0,0.000368,12.776
0.0,0.0,12.374
0.018947,0.0,12.492
0.97995,0.018947,12.084
0.011147,0.97995,11.63
1.0116,0.011147,11.269
0.0083708,1.0116,11.687
0.043732,0.0083708,11.523
0.088689,0.043732,11.595
1.1254,0.088689,11.729
0.27134,1.1254,11.54
3.0426,0.27134,11.385
0.21413,3.0426,11.39
0.25623,0.21413,11.6
1.6904,0.25623,11.163
0.53177,1.6904,10.697
1.6783,0.53177,10.765
3.2463,1.6783,10.687
2.5455,3.2463,10.108
1.3901,2.5455,10.024
7.0752,1.3901,10.068
5.844,7.0752,10.16
4.1785,5.844,10.485
0.98632,4.1785,10.881
0.11486,0.98632,11.475
0.0079624,0.11486,10.829
6.9271,0.0079624,10.659
0.62393,6.9271,10.538
0.01666,0.62393,10.576
0.049939,0.01666,10.882
0.33389,0.049939,10.326
0.0,0.33389,9.865
0.0,0.0,9.169
0.0,0.0,8.648
0.0073091,0.0,8.105
0.0,0.0073091,8.012
0.0,0.0,8.032
0.0,0.0,8.101
0.0,0.0,7.567
0.0,0.0,7.393
4.4169,0.0,7.417
0.026296,4.4169,7.46
0.27697,0.026296,7.657
8.2412,0.27697,7.487
0.28424,8.2412,7.224
0.0,0.28424,6.833
0.0,0.0,6.787
0.0,0.0,6.421
0.0,0.0,6.025
0.0,0.0,5.896
0.0,0.0,5.778
0.0,0.0,5.615
0.0,0.0,5.369
0.0,0.0,4.6
0.0,0.0,4.368
0.0,0.0,4.036
0.45084,0.0,4.083
