P,P_lag1,Q_lag1
0.36399,0.753,5.723
0.18465,0.36399,5.556
0.20617,0.18465,5.228
0.000694,0.20617,4.998
2.4292,0.000694,4.881
2.6094,2.4292,4.543
0.15566,2.6094,4.833
0.019927,0.15566,5.033
0.0,0.019927,4.998
0.43365,0.0,4.85
15.624,0.43365,4.462
8.9262,15.624,4.849
0.51123,8.9262,6.055
0.98142,0.51123,7.039
0.022989,0.98142,7.013
0.33503,0.022989,6.643
1.0259,0.33503,5.977
4.4686,1.0259,5.391
0.33863,4.4686,4.998
0.17713,0.33863,4.998
0.0,0.17713,4.998
0.0,0.0,4.998
0.0441,0.0,4.521
0.0040833,0.0441,4.462
0.37338,0.0040833,4.172
6.1717,0.37338,3.95
0.18902,6.1717,3.95
0.0024908,0.18902,4.539
0.090608,0.0024908,4.457
0.028869,0.090608,4.054
6.8538,0.028869,3.95
2.3901,6.8538,3.839
0.46995,2.3901,3.92
0.1383,0.46995,3.95
2.5874,0.1383,3.95
0.031319,2.5874,3.486
7.7864,0.031319,2.738
2.0235,7.7864,2.731
3.7719,2.0235,2.579
0.54026,3.7719,2.991
0.27566,0.54026,3.318
1.5334,0.27566,3.461
0.0047366,1.5334,3.196
0.11833,0.0047366,2.808
2.8472,0.11833,2.648
0.44336,2.8472,2.653
0.014863,0.44336,2.765
0.0020416,0.014863,2.721
1.1335,0.0020416,2.704
0.0093916,1.1335,2.584
0.1606,0.0093916,2.726
0.64508,0.1606,2.819
3.747,0.64508,2.63
5.7873,3.747,2.513
0.068028,5.7873,2.646
0.0017967,0.068028,3.12
0.025643,0.0017967,2.891
1.0689,0.025643,2.754
5.1756,1.0689,2.384
4.0815,5.1756,2.272
0.014904,4.0815,2.278
0.0046958,0.014904,2.428
0.19249,0.0046958,2.377
3.7911,0.19249,2.388
0.054022,3.7911,2.19
0.76256,0.054022,2.221
2.2895,0.76256,2.274
0.40453,2.2895,2.451
8.3724,0.40453,2.628
0.4178,8.3724,2.647
6.9227,0.4178,3.11
1.7353,6.9227,3.07
5.8262,1.7353,3.458
3.1107,5.8262,3.794
0.86092,3.1107,4.532
0.98163,0.86092,5.004
0.0,0.98163,5.01
0.0,0.0,4.998
0.0,0.0,4.778
0.00098,0.0,4.462
0.0,0.00098,4.14
4.1197,0.0,3.95
0.33193,4.1197,3.915
0.68869,0.33193,3.887
11.848,0.68869,3.574
2.9303,11.848,3.478
0.0094733,2.9303,4.517
0.000817,0.0094733,6.137
0.05341,0.000817,6.294
0.0055941,0.05341,6.137
0.55713,0.0055941,5.614
0.51401,0.55713,5.082
3.4628,0.51401,4.998
6.2058,3.4628,4.571
11.047,6.2058,4.943
1.6299,11.047,5.556
0.51821,1.6299,7.529
31.697,0.51821,11.485
5.4031,31.697,11.955
4.0359,5.4031,33.552
1.6069,4.0359,62.848
0.96374,1.6069,56.687
1.3423,0.96374,50.927
11.334,1.3423,41.976
3.8764,11.334,35.946
2.0008,3.8764,38.737
10.673,2.0008,41.708
17.593,10.673,40.149
6.2371,17.593,48.831
3.0845,6.2371,86.223
3.1043,3.0845,101.17
1.1344,3.1043,85.212
6.1056,1.1344,73.79
0.17534,6.1056,65.424
2.5287,0.17534,62.234
3.5795,2.5287,58.553
3.6441,3.5795,51.369
0.093018,3.6441,51.05
0.032707,0.093018,53.067
0.46448,0.032707,48.683
0.0072274,0.46448,42.866
0.0,0.0072274,39.724
0.0085749,0.0,36.99
0.2561,0.0085749,33.687
0.014455,0.2561,31.071
0.0,0.014455,28.893
0.0024908,0.0,26.988
0.12201,0.0024908,25.556
0.28207,0.12201,24.254
2.3141,0.28207,23.261
3.1394,2.3141,22.479
0.029726,3.1394,23.251
0.16558,0.029726,25.58
0.6784,0.16558,24.692
3.3579,0.6784,22.825
8.0828,3.3579,22.061
9.8405,8.0828,21.792
10.191,9.8405,24.541
1.7636,10.191,52.702
0.57689,1.7636,86.534
0.14483,0.57689,71.124
0.12997,0.14483,58.732
11.995,0.12997,50.031
5.1308,11.995,46.01
1.5907,5.1308,64.283
0.097795,1.5907,66.515
0.055451,0.097795,69.195
0.0031441,0.055451,65.754
0.036668,0.0031441,57.765
0.04904,0.036668,50.095
0.56946,0.04904,45.002
0.078032,0.56946,41.911
0.16921,0.078032,39.388
2.0459,0.16921,36.054
0.2982,2.0459,32.817
0.75435,0.2982,31.711
0.56464,0.75435,30.084
0.1225,0.56464,28.684
0.98734,0.1225,27.886
0.10384,0.98734,27.397
0.0018375,0.10384,26.476
0.59914,0.0018375,25.668
0.085872,0.59914,24.599
0.58975,0.085872,23.821
15.106,0.58975,23.572
1.7767,15.106,23.754
1.136,1.7767,39.808
0.086158,1.136,55.824
1.4294,0.086158,48.172
0.15002,1.4294,40.837
0.012087,0.15002,36.414
0.11682,0.012087,36.542
0.0,0.11682,35.537
0.64096,0.0,33.315
0.010412,0.64096,30.615
7.9272,0.010412,28.791
5.1409,7.9272,26.582
0.090486,5.1409,28.777
5.8494,0.090486,42.838
0.74831,5.8494,44.954
0.84455,0.74831,45.409
2.9708,0.84455,48.341
2.513,2.9708,45.185
1.2176,2.513,43.829
0.38624,1.2176,46.057
2.8391,0.38624,44.647
0.15435,2.8391,42.152
0.002695,0.15435,40.798
0.0,0.002695,39.132
0.0,0.0,36.289
0.0,0.0,34.057
0.0,0.0,32.251
0.0,0.0,30.835
0.11037,0.0,29.392
0.018375,0.11037,27.673
0.0029808,0.018375,26.035
0.0015517,0.0029808,24.609
0.0,0.0015517,23.418
0.0049408,0.0,22.383
0.0,0.0049408,22.398
0.0,0.0,22.338
0.0,0.0,21.064
0.0,0.0,20.151
0.0017967,0.0,19.272
4.0952,0.0017967,18.522
0.13189,4.0952,17.798
0.0,0.13189,18.926
0.0066558,0.0,19.292
6.9518,0.0066558,17.824
1.0467,6.9518,16.77
7.1148,1.0467,17.342
6.9671,7.1148,19.862
3.2599,6.9671,24.51
2.2446,3.2599,38.12
0.099102,2.2446,44.407
0.00147,0.099102,42.226
0.020212,0.00147,38.212
0.89449,0.020212,30.7
1.1931,0.89449,28.611
3.8826,1.1931,27.231
0.65382,3.8826,27.339
0.069416,0.65382,27.836
0.024377,0.069416,28.39
0.42066,0.024377,25.838
0.28334,0.42066,23.94
0.038097,0.28334,22.929
0.1089,0.038097,21.826
0.7753,0.1089,20.53
0.24161,0.7753,19.443
0.30666,0.24161,18.315
11.625,0.30666,17.75
8.6051,11.625,16.798
4.1519,8.6051,19.957
4.4933,4.1519,36.463
0.61731,4.4933,53.015
17.913,0.61731,50.705
1.3547,17.913,45.652
10.473,1.3547,90.058
0.9243,10.473,95.451
0.1432,0.9243,117.74
1.9862,0.1432,107.54
0.54251,1.9862,86.14
0.0014292,0.54251,73.137
0.43099,0.0014292,63.795
1.745,0.43099,55.923
0.07501,1.745,50.341
0.002205,0.07501,45.302
3.1138,0.002205,41.903
4.0718,3.1138,38.544
5.5937,4.0718,37.245
9.8334,5.5937,39.225
2.7568,9.8334,43.032
0.70923,2.7568,63.074
11.793,0.70923,66.588
9.1505,11.793,60.449
5.369,9.1505,78.279
6.8742,5.369,118.53
2.0613,6.8742,106.16
0.51049,2.0613,98.96
0.0049816,0.51049,94.562
0.043405,0.0049816,78.852
2.0296,0.043405,68.584
4.734,2.0296,61.444
1.8528,4.734,55.942
0.43895,1.8528,53.272
3.887,0.43895,49.553
2.1828,3.887,45.204
0.59118,2.1828,42.753
0.08481,0.59118,42.163
0.10339,0.08481,39.869
0.49196,0.10339,36.988
0.27419,0.49196,34.388
4.1878,0.27419,32.453
4.3996,4.1878,30.887
0.396,4.3996,30.253
0.035484,0.396,31.947
0.0042466,0.035484,30.963
1.4279,0.0042466,29.71
0.019682,1.4279,25.093
0.82654,0.019682,24.297
0.00147,0.82654,23.101
0.001715,0.00147,22.02
0.0043691,0.001715,21.072
10.169,0.0043691,20.261
2.7068,10.169,20.084
8.1559,2.7068,22.855
3.2797,8.1559,22.948
8.0439,3.2797,25.857
0.32287,8.0439,27.425
0.40118,0.32287,36.515
0.041405,0.40118,33.731
10.488,0.041405,29.469
0.022866,10.488,28.579
1.1508,0.022866,37.528
1.1703,1.1508,32.835
13.183,1.1703,30.72
3.2422,13.183,30.891
20.017,3.2422,54.45
2.245,20.017,57.635
2.5735,2.245,110.11
7.6803,2.5735,75.731
10.121,7.6803,60.482
11.6,10.121,71.141
1.4499,11.6,87.556
14.757,1.4499,98.651
1.0432,14.757,94.927
5.679,1.0432,130.58
0.10808,5.679,100.16
10.185,0.10808,82.052
0.70584,10.185,71.003
0.58122,0.70584,70.355
0.18689,0.58122,70.391
0.0080441,0.18689,60.387
0.0071458,0.0080441,53.128
0.0,0.0071458,47.023
0.0,0.0,42.55
0.0,0.0,38.93
0.0,0.0,36.058
0.0,0.0,33.741
0.0,0.0,31.591
0.0,0.0,29.796
0.0,0.0,28.103
0.0,0.0,26.54
0.00049,0.0,25.132
0.1559,0.00049,23.868
0.045406,0.1559,22.572
0.013312,0.045406,21.296
0.0,0.013312,20.191
0.0,0.0,19.525
0.14871,0.0,18.895
0.088403,0.14871,18.211
2.683,0.088403,17.72
6.4258,2.683,17.228
0.98575,6.4258,16.904
2.9352,0.98575,17.244
1.2095,2.9352,17.112
0.010494,1.2095,16.376
0.22176,0.010494,15.528
1.3648,0.22176,14.894
0.21151,1.3648,14.379
0.19955,0.21151,14.205
0.10604,0.19955,13.793
0.091997,0.10604,13.42
3.9969,0.091997,13.115
0.26268,3.9969,12.776
0.019845,0.26268,12.841
4.118,0.019845,12.55
1.4354,4.118,12.046
0.81147,1.4354,11.913
0.0071458,0.81147,11.599
0.19236,0.0071458,11.169
0.13524,0.19236,10.996
10.087,0.13524,10.703
0.28538,10.087,10.435
2.2684,0.28538,10.741
0.1129,2.2684,10.836
0.38722,0.1129,10.321
0.0,0.38722,9.766
0.0,0.0,9.609
0.0,0.0,9.145
0.0,0.0,8.667
0.0,0.0,8.304
0.0,0.0,7.987
0.12417,0.0,7.649
0.27954,0.12417,7.33
0.031401,0.27954,7.025
0.25574,0.031401,6.813
0.032503,0.25574,6.777
0.025439,0.032503,6.473
0.0084524,0.025439,6.249
0.043079,0.0084524,6.084
0.62572,0.043079,5.761
9.3933,0.62572,5.53
1.5459,9.3933,5.484
7.7642,1.5459,5.754
6.5962,7.7642,6.072
0.16525,6.5962,6.544
0.034667,0.16525,6.452
0.0037566,0.034667,6.314
0.43312,0.0037566,5.949
1.9917,0.43312,5.658
1.5786,1.9917,5.542
0.059045,1.5786,5.467
3.4153,0.059045,5.374
0.61119,3.4153,5.235
2.4623,0.61119,5.206
0.60596,2.4623,5.107
0.28865,0.60596,5.156
0.000898,0.28865,5.124
0.5971,0.000898,4.962
6.5305,0.5971,4.868
0.41347,6.5305,4.806
2.93,0.41347,4.989
23.29,2.93,5.016
4.8142,23.29,5.035
1.2529,4.8142,8.007
0.027971,1.2529,11.141
1.4562,0.027971,10.464
0.85762,1.4562,9.387
1.3249,0.85762,8.304
6.2634,1.3249,7.573
1.1641,6.2634,7.505
1.8605,1.1641,7.5
3.0251,1.8605,7.444
1.057,3.0251,6.655
7.5999,1.057,6.566
2.3089,7.5999,6.562
17.526,2.3089,6.802
6.1911,17.526,6.904
0.77922,6.1911,9.078
6.4408,0.77922,13.797
4.7035,6.4408,14.941
0.0064108,4.7035,14.716
0.0012658,0.0064108,14.614
0.0030216,0.0012658,14.385
0.0035116,0.0030216,13.678
0.30208,0.0035116,12.717
6.6773,0.30208,11.282
0.96558,6.6773,10.745
6.6911,0.96558,10.553
0.01617,6.6911,10.621
0.000653,0.01617,10.3
2.4501,0.000653,9.926
0.45463,2.4501,9.326
10.212,0.45463,9.137
3.156,10.212,9.365
25.532,3.156,9.943
1.7248,25.532,10.287
5.0927,1.7248,23.581
9.2301,5.0927,36.765
2.1717,9.2301,36.064
0.69914,2.1717,36.64
0.70976,0.69914,39.298
4.8335,0.70976,34.753
1.0066,4.8335,30.275
1.485,1.0066,29.059
14.507,1.485,28.429
2.065,14.507,26.421
0.67403,2.065,36.644
0.05096,0.67403,43.868
9.442,0.05096,37.839
7.12,9.442,31.233
3.1144,7.12,30.116
0.093303,3.1144,44.18
7.3961,0.093303,49.414
0.0086566,7.3961,44.336
16.404,0.0086566,42.427
0.87726,16.404,42.218
0.0014292,0.87726,48.065
0.0,0.0014292,64.961
0.0,0.0,55.848
0.000408,0.0,47.384
0.0,0.000408,41.26
8.5114,0.0,36.916
0.65966,8.5114,34.567
7.1893,0.65966,36.026
1.8741,7.1893,37.691
6.5639,1.8741,46.045
0.25521,6.5639,46.028
0.0016333,0.25521,46.912
1.2889,0.0016333,49.299
32.494,1.2889,44.238
3.5612,32.494,47.021
1.2914,3.5612,135.61
0.34549,1.2914,124.4
0.55553,0.34549,98.793
1.905,0.55553,84.141
0.048795,1.905,73.688
0.046917,0.048795,65.908
0.0,0.046917,57.884
0.0021641,0.0,51.157
0.0068599,0.0021641,46.603
0.0037158,0.0068599,43.073
0.87575,0.0037158,40.185
1.7471,0.87575,37.438
0.078073,1.7471,35.505
0.14806,0.078073,34.407
4.0345,0.14806,32.136
1.1293,4.0345,30.644
1.4711,1.1293,31.171
0.58518,1.4711,31.24
5.0926,0.58518,30.359
27.712,5.0926,30.101
8.1886,27.712,42.112
2.8889,8.1886,151.54
0.56938,2.8889,123.88
7.3225,0.56938,114.7
0.7929,7.3225,95.907
0.81817,0.7929,95.88
8.829,0.81817,88.269
0.95043,8.829,75.723
4.7655,0.95043,83.243
0.21895,4.7655,84.957
4.9998,0.21895,81.685
2.3595,4.9998,73.863
0.37236,2.3595,72.526
0.30723,0.37236,77.544
14.241,0.30723,69.427
2.7633,14.241,62.877
15.458,2.7633,95.095
13.653,15.458,96.997
10.474,13.653,138.35
2.3365,10.474,259.73
9.4167,2.3365,230.07
10.717,9.4167,177.97
1.2472,10.717,155.36
5.4024,1.2472,220.34
13.198,5.4024,172.41
2.2291,13.198,137.37
1.3087,2.2291,204.01
7.6322,1.3087,194.43
10.479,7.6322,148.97
2.108,10.479,142.19
0.20355,2.108,190.01
1.2692,0.20355,172.37
0.11609,1.2692,137.33
0.13581,0.11609,119.53
0.077215,0.13581,105.05
0.017762,0.077215,93.572
0.0,0.017762,84.24
0.012862,0.0,76.388
0.020171,0.012862,69.777
0.33128,0.020171,64.486
5.7261,0.33128,59.932
4.5125,5.7261,56.641
4.013,4.5125,57.192
4.6319,4.013,66.933
1.9101,4.6319,68.021
6.8352,1.9101,73.1
1.9636,6.8352,70.546
1.0027,1.9636,78.708
4.3732,1.0027,75.403
0.95635,4.3732,70.855
0.4218,0.95635,72.51
4.4694,0.4218,68.3
5.3901,4.4694,63.78
12.774,5.3901,64.391
9.1017,12.774,76.307
8.2383,9.1017,113.86
2.0035,8.2383,148.47
0.99735,2.0035,150.94
3.0262,0.99735,141.61
0.092242,3.0262,118.13
1.7953,0.092242,105.48
1.9359,1.7953,93.646
19.311,1.9359,85.562
1.5677,19.311,79.683
3.8637,1.5677,139.86
13.509,3.8637,154.6
2.5933,13.509,132.81
0.13148,2.5933,162.29
0.32973,0.13148,144.38
0.064761,0.32973,115.6
0.16554,0.064761,100.23
0.14716,0.16554,87.23
0.10253,0.14716,78.144
0.46966,0.10253,71.263
0.074724,0.46966,65.371
0.021192,0.074724,60.916
0.092936,0.021192,57.278
0.001225,0.092936,54.027
0.0,0.001225,50.636
0.0013475,0.0,47.435
0.014169,0.0013475,44.336
0.042711,0.014169,42.243
0.0,0.042711,40.834
3.3445,0.0,39.096
4.7514,3.3445,36.954
0.8047,4.7514,36.738
3.8187,0.8047,40.298
6.992,3.8187,39.502
0.65827,6.992,40.551
1.7799,0.65827,47.757
0.21646,1.7799,53.58
6.5874,0.21646,49.574
0.097387,6.5874,46.233
0.0052675,0.097387,55.251
4.1576,0.0052675,52.702
2.2503,4.1576,46.601
5.9802,2.2503,46.155
6.277,5.9802,52.954
0.43512,6.277,57.496
3.1046,0.43512,66.992
2.9755,3.1046,67.437
1.0265,2.9755,62.803
9.0719,1.0265,61.065
5.7201,9.0719,58.249
2.6122,5.7201,67.892
0.87113,2.6122,88.185
3.6114,0.87113,83.18
1.4932,3.6114,71.94
4.0038,1.4932,69.018
9.7397,4.0038,65.0
0.54014,9.7397,67.337
5.0314,0.54014,82.804
2.6735,5.0314,82.5
0.37975,2.6735,78.718
0.12924,0.37975,75.194
12.27,0.12924,68.097
0.29992,12.27,63.034
0.80531,0.29992,84.286
0.069702,0.80531,83.398
0.32544,0.069702,70.422
0.67566,0.32544,63.142
3.3725,0.67566,57.324
6.7303,3.3725,53.825
1.2871,6.7303,52.475
0.087383,1.2871,56.381
4.3097,0.087383,58.496
0.010739,4.3097,53.57
0.00147,0.010739,52.461
0.0,0.00147,51.112
0.0,0.0,46.927
0.000408,0.0,43.517
0.056595,0.000408,40.874
0.34271,0.056595,38.568
3.0418,0.34271,36.387
0.0095549,3.0418,34.613
0.0,0.0095549,33.845
0.0,0.0,31.982
0.0,0.0,29.58
0.0,0.0,28.162
0.0,0.0,27.085
0.0,0.0,26.624
0.0,0.0,25.84
0.0,0.0,24.601
0.0,0.0,23.199
0.015435,0.0,21.663
0.0,0.015435,21.368
0.0,0.0,20.654
0.0,0.0,19.875
0.0,0.0,19.264
0.0,0.0,18.417
0.05439,0.0,17.81
0.0,0.05439,17.421
0.0,0.0,16.952
0.0,0.0,16.339
0.0,0.0,15.836
0.0,0.0,15.378
0.54385,0.0,14.992
3.5464,0.54385,14.471
3.4288,3.5464,14.01
8.0425,3.4288,13.967
0.79208,8.0425,14.099
0.0031033,0.79208,14.922
0.0011842,0.0031033,15.389
0.021927,0.0011842,14.351
0.092773,0.021927,13.647
0.0,0.092773,13.277
0.0,0.0,13.215
0.0,0.0,12.962
0.0,0.0,12.793
0.00147,0.0,12.398
0.28632,0.00147,12.16
1.9586,0.28632,11.706
5.3627,1.9586,11.423
2.0179,5.3627,11.497
4.638,2.0179,11.593
1.7295,4.638,12.183
4.3465,1.7295,12.254
5.7896,4.3465,12.224
0.21854,5.7896,13.047
3.3645,0.21854,14.145
2.5507,3.3645,13.086
5.5708,2.5507,12.479
1.7986,5.5708,12.162
3.3783,1.7986,12.535
0.77464,3.3783,12.594
0.40127,0.77464,11.701
0.25263,0.40127,11.233
0.063291,0.25263,10.544
0.12336,0.063291,10.007
0.62082,0.12336,9.426
0.48044,0.62082,9.467
5.2588,0.48044,9.447
0.94581,5.2588,8.903
1.0727,0.94581,8.608
0.14524,1.0727,8.793
1.6322,0.14524,8.231
2.8454,1.6322,7.774
2.7617,2.8454,7.805
17.595,2.7617,7.799
7.0997,17.595,7.807
0.097183,7.0997,11.142
0.0014292,0.097183,17.524
0.00098,0.0014292,14.818
0.0,0.00098,12.315
0.0,0.0,11.635
0.0,0.0,10.664
0.0,0.0,9.886
0.70159,0.0,9.062
4.0597,0.70159,8.328
16.17,4.0597,7.847
6.3673,16.17,10.804
5.5822,6.3673,13.915
0.94096,5.5822,13.775
0.060719,0.94096,14.655
1.5309,0.060719,14.273
13.213,1.5309,12.908
3.2066,13.213,11.763
2.4022,3.2066,16.178
3.2235,2.4022,18.598
6.849,3.2235,18.845
3.7758,6.849,19.555
0.29392,3.7758,20.639
0.79914,0.29392,20.632
0.40314,0.79914,18.652
7.4676,0.40314,16.804
4.7178,7.4676,15.631
7.1443,4.7178,15.458
10.253,7.1443,15.724
7.2682,10.253,19.58
5.5776,7.2682,33.5
4.2374,5.5776,37.783
4.9375,4.2374,37.772
4.0779,4.9375,35.558
1.0561,4.0779,37.043
4.9657,1.0561,35.714
12.752,4.9657,33.362
0.27264,12.752,32.418
3.4566,0.27264,38.875
1.5316,3.4566,47.293
13.116,1.5316,40.611
2.6415,13.116,37.341
5.9577,2.6415,51.175
4.1672,5.9577,57.863
8.1728,4.1672,51.339
6.1396,8.1728,50.565
0.88563,6.1396,62.069
8.929,0.88563,70.896
0.58003,8.929,59.259
3.2453,0.58003,58.562
1.5498,3.2453,59.21
2.8016,1.5498,53.342
4.8601,2.8016,49.4
6.25,4.8601,44.35
2.0521,6.25,41.395
1.1831,2.0521,44.368
1.1446,1.1831,44.189
0.0032258,1.1446,40.578
0.037076,0.0032258,36.714
0.93438,0.037076,32.759
0.19138,0.93438,30.239
1.5212,0.19138,28.3
22.928,1.5212,26.02
8.6835,22.928,24.142
3.9122,8.6835,35.985
0.014986,3.9122,74.07
0.015843,0.014986,62.516
1.3736,0.015843,51.108
7.2954,1.3736,42.238
22.279,7.2954,36.752
3.0146,22.279,36.614
0.93777,3.0146,112.99
5.3751,0.93777,118.86
0.89118,5.3751,88.739
0.60927,0.89118,75.507
8.579,0.60927,67.079
3.8899,8.579,57.463
8.2829,3.8899,53.452
0.24908,8.2829,58.266
0.0,0.24908,57.991
0.0,0.0,56.941
0.069824,0.0,50.756
0.14414,0.069824,44.33
0.038791,0.14414,39.584
0.000449,0.038791,35.806
0.001225,0.000449,32.873
0.045692,0.001225,30.709
0.031727,0.045692,28.678
0.035606,0.031727,27.523
0.14835,0.035606,25.871
0.47901,0.14835,24.409
2.2301,0.47901,23.179
0.02891,2.2301,22.09
0.73806,0.02891,21.646
0.05488,0.73806,20.575
0.0,0.05488,19.728
0.000531,0.0,18.894
0.0072274,0.000531,18.032
0.16807,0.0072274,17.161
0.075868,0.16807,16.43
0.0075133,0.075868,15.887
0.0,0.0075133,15.406
0.7018,0.0,15.011
0.043405,0.7018,14.59
0.3561,0.043405,14.124
2.0757,0.3561,13.532
0.22613,2.0757,13.089
4.8354,0.22613,12.791
4.2987,4.8354,12.406
7.6165,4.2987,12.425
0.8165,7.6165,13.084
1.2285,0.8165,13.807
2.7448,1.2285,14.483
3.7395,2.7448,14.329
0.024949,3.7395,13.252
0.0016742,0.024949,13.626
0.066966,0.0016742,13.448
0.82711,0.066966,12.927
1.741,0.82711,12.604
1.1317,1.741,12.127
0.00441,1.1317,11.957
3.7404,0.00441,11.655
4.702,3.7404,11.47
0.012168,4.702,11.579
0.0085341,0.012168,12.036
0.0027766,0.0085341,12.336
0.010943,0.0027766,11.416
2.3435,0.010943,11.226
0.55913,2.3435,10.864
0.0053491,0.55913,10.737
0.0095958,0.0053491,10.737
0.0012658,0.0095958,10.788
0.0,0.0012658,10.327
0.41703,0.0,9.784
1.3169,0.41703,9.436
0.0021233,1.3169,9.177
0.0,0.0021233,8.848
0.0060841,0.0,8.583
0.0,0.0060841,8.605
0.0,0.0,8.053
0.12507,0.0,7.876
1.3498,0.12507,7.668
4.08e-05,1.3498,7.805
0.0,4.08e-05,7.743
0.074357,0.0,7.751
2.5178,0.074357,7.667
9.2716,2.5178,7.472
3.0411,9.2716,7.405
0.6029,3.0411,8.452
0.081298,0.6029,10.941
0.0,0.081298,10.5
0.0044916,0.0,10.136
0.053205,0.0044916,9.813
0.24704,0.053205,9.641
0.11347,0.24704,9.148
0.36529,0.11347,8.844
0.10992,0.36529,8.642
0.6443,0.10992,8.525
1.6372,0.6443,8.491
0.10359,1.6372,8.389
0.60947,0.10359,8.182
0.046141,0.60947,7.682
0.9218,0.046141,7.514
0.71441,0.9218,7.365
3.3887,0.71441,7.255
0.43075,3.3887,7.639
0.032544,0.43075,7.78
17.86,0.032544,7.818
9.7521,17.86,7.966
5.9169,9.7521,15.152
2.1585,5.9169,26.895
0.072928,2.1585,35.534
0.00588,0.072928,33.346
2.1933,0.00588,29.666
0.37444,2.1933,26.017
0.44671,0.37444,23.594
0.60294,0.44671,22.634
4.3127,0.60294,21.674
1.5698,4.3127,20.714
3.5637,1.5698,20.008
11.439,3.5637,22.543
14.365,11.439,24.759
1.5492,14.365,46.517
0.49065,1.5492,69.692
4.235,0.49065,86.423
4.886,4.235,68.225
10.569,4.886,59.724
17.994,10.569,59.192
9.605,17.994,80.66
1.3378,9.605,115.39
0.014782,1.3378,208.46
0.099102,0.014782,141.59
0.11021,0.099102,107.69
0.025439,0.11021,91.528
0.0,0.025439,79.424
0.0,0.0,68.607
0.0,0.0,59.924
0.0,0.0,53.07
0.0,0.0,47.563
0.0,0.0,43.407
0.031686,0.0,40.165
2.3472,0.031686,37.485
0.088526,2.3472,35.6
5.8928,0.088526,33.617
0.070519,5.8928,32.257
1.2817,0.070519,32.275
3.5713,1.2817,34.083
18.718,3.5713,33.505
6.4582,18.718,36.32
1.5429,6.4582,90.13
0.20457,1.5429,103.74
1.463,0.20457,92.924
0.093793,1.463,79.55
0.00539,0.093793,70.959
1.2817,0.00539,63.563
7.4471,1.2817,56.216
0.095059,7.4471,55.728
10.954,0.095059,65.395
3.091,10.954,58.981
14.44,3.091,82.104
14.317,14.44,87.662
0.17423,14.317,150.2
0.14692,0.17423,156.85
10.739,0.14692,167.73
2.5686,10.739,120.13
2.1407,2.5686,119.42
2.7262,2.1407,130.81
3.5194,2.7262,114.87
13.524,3.5194,105.34
4.2374,13.524,95.874
10.721,4.2374,127.4
12.18,10.721,159.13
1.1341,12.18,174.68
5.0474,1.1341,207.82
5.2339,5.0474,190.47
0.11858,5.2339,156.7
0.0013067,0.11858,150.94
0.0010208,0.0013067,127.45
0.0,0.0010208,109.97
4.3716,0.0,95.36
2.1067,4.3716,84.806
5.7289,2.1067,79.081
4.115,5.7289,78.002
0.63842,4.115,78.751
0.51094,0.63842,85.632
6.2997,0.51094,79.194
7.4159,6.2997,78.437
5.8123,7.4159,83.593
1.8942,5.8123,93.02
0.12936,1.8942,116.19
0.30494,0.12936,99.453
0.026419,0.30494,86.535
0.0017967,0.026419,76.649
0.0017967,0.0017967,68.18
0.0,0.0017967,62.17
0.0025316,0.0,57.593
0.0,0.0025316,54.298
0.0,0.0,51.239
0.0,0.0,47.351
0.0,0.0,44.068
0.000408,0.0,41.096
0.0085341,0.000408,39.0
0.45472,0.0085341,36.883
1.9915,0.45472,34.79
0.13667,1.9915,33.437
1.7236,0.13667,32.23
0.15178,1.7236,30.936
4.5493,0.15178,30.193
0.2303,4.5493,29.425
0.025888,0.2303,30.764
2.8295,0.025888,30.298
4.7968,2.8295,29.316
1.1224,4.7968,29.211
1.7053,1.1224,32.425
1.4605,1.7053,32.527
0.34835,1.4605,31.425
0.088199,0.34835,30.587
3.2029,0.088199,27.691
2.8676,3.2029,26.128
1.7826,2.8676,26.031
6.3302,1.7826,26.564
3.2629,6.3302,29.615
7.8541,3.2629,31.999
2.0187,7.8541,39.659
2.1912,2.0187,50.176
1.4376,2.1912,56.496
9.6764,1.4376,52.513
0.033279,9.6764,49.133
0.001225,0.033279,62.769
0.0,0.001225,65.467
0.090078,0.0,54.436
2.5117,0.090078,48.51
0.47407,2.5117,44.341
0.64953,0.47407,42.86
1.102,0.64953,39.432
0.088648,1.102,35.567
1.7502,0.088648,33.409
0.42017,1.7502,31.382
4.9546,0.42017,30.422
4.3902,4.9546,29.587
7.2798,4.3902,28.992
6.5185,7.2798,31.573
2.2004,6.5185,43.249
2.1293,2.2004,48.696
0.10114,2.1293,47.623
0.99012,0.10114,43.29
2.8319,0.99012,26.492
4.1754,2.8319,25.78
5.4132,4.1754,25.153
1.0739,5.4132,25.653
0.013475,1.0739,26.869
0.000123,0.013475,27.212
0.055002,0.000123,24.824
1.0855,0.055002,22.842
0.21964,1.0855,21.05
0.91658,0.21964,20.257
0.28648,0.91658,19.323
0.065047,0.28648,18.244
6.305,0.065047,17.974
2.4396,6.305,17.425
2.6188,2.4396,18.322
1.8429,2.6188,18.554
0.10588,1.8429,18.545
4.3212,0.10588,18.925
1.9912,4.3212,18.638
0.23307,1.9912,18.268
0.27566,0.23307,19.322
1.5239,0.27566,18.968
2.9201,1.5239,18.141
2.0434,2.9201,16.697
0.31347,2.0434,15.626
0.010412,0.31347,15.009
0.000163,0.010412,14.661
0.0010617,0.000163,13.687
1.7326,0.0010617,13.57
0.89281,1.7326,13.073
